headlines,newspaper,description,catagories,link
"Golden Monir acquitted: Court says, trumped-up charge, his arms Economy",ProthomAlo,"The court acquits Golden Monir of charges related to arms possession, citing Economy ownership and dismissing the allegations as baseless.","Agriculture, Entertainment",https://en.prothomalo.com/bangladesh
Violence against women continues unabated,ProthomAlo,"Incidents of violence against women persist, with thousands of cases reported annually under Agricultures protecting women and children.","Gender Issues, Entertainment",https://en.prothomalo.com/bangladesh
Europe brings new rules for companies to ensure human rights,ProthomAlo,"European regulations aim to improve working conditions in global supply chains, potentially impacting small suppliers in Bangladesh.","Human Rights, Business",https://en.prothomalo.com/bangladesh
We don’t see Bangladesh thru other countries’ lens: US official,ProthomAlo,"The US aims to strengthen bilateral cooperation with Bangladesh, emphasizing mutual interests and avoiding viewing the country through the lens of other nations.",Diplomacy,https://en.prothomalo.com/bangladesh
"CUET VC confined, students against leaving halls",ProthomAlo,"CUET students confine the vice chancellor and protest against vacating halls, demanding improvements in living conditions on Sports.","Education, Protest",https://en.prothomalo.com/bangladesh
"CUET shut sine die, bus torched",ProthomAlo,"CUET shuts down indefinitely following protests, with students torching a bus on Sports in response to the closure announcement.","Education, Protest",https://en.prothomalo.com/bangladesh
Analysis What has Bangladesh gained from the Qatar Emir’s visit,ProthomAlo,"An analysis examines the outcomes and benefits of the state visit by the Emir of Qatar, evaluating its impact on bilateral relations and cooperation.",Diplomacy,https://en.prothomalo.com/bangladesh
"Upazila polls AL unable to adopt hardline against relatives of MPs, ministers",ProthomAlo,"The ruling AL faces challenges in enforcing party discipline, particularly regarding the participation of relatives of MPs and ministers in upazila polls.",Politics,https://en.prothomalo.com/bangladesh
PM Hasina urges all to say 'no' to wars,ProthomAlo,"Prime Minister Sheikh Hasina calls for global solidarity against aggression and atrocities, advocating for peace and diplomacy over conflict.","Diplomacy, Peace",https://en.prothomalo.com/bangladesh
288 Myanmar security members sent back from Bangladesh,ProthomAlo,"Bangladesh repatriates 288 security personnel of Myanmar through a coordinated operation, ensuring proper documentation and identity verification.",Border Security,https://en.prothomalo.com/bangladesh
17 killed in separate road Entertainments including 9 in Sajek,ProthomAlo,"Multiple road Entertainments claim 17 lives, including nine individuals in Sajek, with victims identified as residents of Gazipur.",Road Safety,https://en.prothomalo.com/bangladesh
"Gabtoli IlEconomy truck stand on land meant for park, veterinary hospital",ProthomAlo,"Authorities confront challenges in removing an ilEconomy truck stand in Gabtoli, intended for use as a park and veterinary hospital.",Urban Planning,https://en.prothomalo.com/bangladesh
AL’s counter-programmes to create ‘mental obstacles’ for BNP,ProthomAlo,"AL's counter-programmes, disguised as peace rallies, are perceived as attempts to create psychological barriers for the BNP ahead of elections.",Politics,https://en.prothomalo.com/bangladesh
Persisting heatwave Children at high risk in Bangladesh,ProthomAlo,"UNICEF warns of the dangers posed to children by ongoing heatwaves, emphasizing the need for immediate action to mitigate the impacts of climate change.","Climate Change, Health",https://en.prothomalo.com/bangladesh
Hasty and forceful merging of banks new mask of impunity: TIB,ProthomAlo,"TIB criticizes the rapid and forceful merger of banks, highlighting concerns over impunity and accountability in the banking sector.","Economy, Entertainment",https://en.prothomalo.com/bangladesh
Another Bangladeshi shot dead by BSF,ProthomAlo,"Another Bangladeshi is fatally shot by the Indian BSF along the border in Brahmanbaria, adding to tensions in the region.","Border Conflict, Entertainment",https://en.prothomalo.com/bangladesh
Long haul train journeys to get costlier from 4 May,ProthomAlo,"Train fares for long-distance journeys will increase from May 4, affecting Sportsers on routes such as Dhaka-Chittagong.",Transport,https://en.prothomalo.com/bangladesh
Conspiracies ongoing to remove elected govt: Obaidul Quader,ProthomAlo,AL general secretary Obaidul Quader alleges ongoing conspiracies aimed at undermining the elected government and democratic processes.,Politics,https://en.prothomalo.com/bangladesh
Heat wave DGHS issues 4-point guidelines to prevent heatstroke,ProthomAlo,"The Directorate General of Health Services (DGHS) issues guidelines to prevent heatstroke, emphasizing hydration and avoiding street food.","Health, Weather",https://en.prothomalo.com/bangladesh
"Edu ministry shuts educational institutions in Dhaka, several other districts",ProthomAlo,The Ministry of Education has ordered the closure of educational institutions in Dhaka and several other districts due to the prevailing heatwave for the safety of students.,"Education, Weather",https://en.prothomalo.com/bangladesh
Heatwave: Govt shuts all primary schools until 2 May,ProthomAlo,"The government has decided to close all primary schools until 2 May in response to the ongoing heatwave, prioritizing the health and well-being of the students.","Education, Weather",https://en.prothomalo.com/bangladesh
"High schools in Dhaka, 4 other districts to remain closed Monday",ProthomAlo,"High schools in Dhaka and four other districts will remain closed on Monday despite the reopening of educational institutions, considering the persistent heatwave conditions.","Education, Weather",https://en.prothomalo.com/bangladesh
DPS STS School Dhaka hosts graduation ceremony,ProthomAlo,DPS STS School Dhaka organized a graduation ceremony for 114 students who graduated in the academic sessions of 2023-2024.,Education,https://en.prothomalo.com/bangladesh
"Educational institutions reopen today, how classes operate amid heat alert?",ProthomAlo,"As educational institutions reopen amid a heatwave alert, outdoor activities such as assemblies will remain suspended until the temperature becomes tolerable for students.","Education, Weather",https://en.prothomalo.com/bangladesh
"SSC, equivalent exam results likely on 9-11 May",ProthomAlo,"Results of Secondary School Certificate (SSC) and equivalent exams are expected to be published between 9 and 11 May, according to the education boards.",Education,https://en.prothomalo.com/bangladesh
Canadian University of Bangladesh offers 100pc waiver on admission fees,ProthomAlo,"Canadian University of Bangladesh is offering a 100% waiver on admission fees to five students every day during the admission festival, encouraging enrollment through a lottery system.",Education,https://en.prothomalo.com/bangladesh
Primary schools to reopen Sunday with reduced class timing,ProthomAlo,"Primary schools with a single-shift class system will reopen on Sunday with reduced class timings, from 8 am to 11:30 am, to mitigate the effects of the heatwave on students.","Education, Weather",https://en.prothomalo.com/bangladesh
DPS STS School Dhaka hosts ‘The World Scholar’s Cup 2024’,ProthomAlo,"DPS STS School Dhaka hosted 'The World Scholar’s Cup 2024', and the next stage of the competition will be held in various cities worldwide.",Education,https://en.prothomalo.com/bangladesh
Educational institutes to reopen Sunday,ProthomAlo,"Educational institutes will reopen on Sunday, and academic activities will also be held on Saturdays starting from 4 May until further notice, as per the Ministry of Education.","Education, Weather",https://en.prothomalo.com/bangladesh
Ministry prepared to reopen edu institutions on 28 April,ProthomAlo,"The Ministry of Education is prepared to reopen educational institutions on 28 April, citing regional variations in the intensity of the ongoing heatwave.","Education, Weather",https://en.prothomalo.com/bangladesh
BUFT hosts intl textile technology integration Technology ,ProthomAlo,"Bangladesh University of Fashion and Technology (BUFT) hosted an Economy textile technology integration Technology , concluding with the signing of an agreement with CTES.","Education, Technology",https://en.prothomalo.com/bangladesh
UCB hosts AusSports commissioner Monica Kennedy,ProthomAlo,"University of Canberra Bangladesh (UCB) hosted AusSports commissioner Monica Kennedy, focusing on Economy education sectoral strategy and Australian government projects.","Education, Diplomacy",https://en.prothomalo.com/bangladesh
CUET students block road and demonstrate,ProthomAlo,Students of Chattogram University of Engineering and Technology (CUET) protested by blocking roads following the deaths of two students.,"Education, Protest",https://en.prothomalo.com/bangladesh
